time,a_x,a_y,a_z,g_x,g_y,g_z,ax_1,ay_1,az_1,gx_1,gy_1,gz_1,theta1,theta2
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586386.78,-13320,7344,-4920,-33,-269,195,9648,9112,-9608,266,-135,211,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586389.06,-13480,7280,-5168,-40,1198,-367,10224,9128,-8512,-27,-110,-376,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.5,-12840,7808,-6144,-176,-176,-27,9800,8824,-9456,21,-330,315,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.8,-13232,7584,-6232,-225,-605,-350,9744,8784,-9304,427,-164,24,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586390.98,-13000,7752,-5960,-926,-1393,-551,9560,8840,-9416,31,1823,-269,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586391.94,-12872,7808,-5288,236,900,-328,10560,8784,-8600,-6,129,-572,0.0,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586392.42,-13248,7720,-7192,-1457,-5005,-374,10200,8736,-8784,375,-1225,81,0.0193777587264776,-0.0203435812145471
1653586393.32,-15504,7256,-3216,583,3284,-189,13936,6832,-1816,5920,28567,3602,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586393.5,-15032,7240,-4440,139,6416,490,16000,5592,1944,1561,10460,1873,0.0193777587264776,-0.0203435812145471
1653586396.08,-12008,8264,-6896,283,519,109,14704,6664,416,-291,-273,-695,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586397.58,-11680,8264,-7856,-178,-74,-122,14848,6560,312,188,746,140,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.48,-11496,8464,-7840,-167,-852,55,14808,6504,-672,-304,643,287,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586398.9,-11680,7944,-7768,-133,393,316,14560,6816,128,-80,574,-162,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586399.07,-11224,8016,-7824,-69,343,470,14704,6624,200,392,-201,522,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586400.93,-11152,8416,-7752,-13,-211,-92,14048,7224,1184,-221,-2838,5,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586401.54,-11408,7832,-8304,1,699,27,14208,6912,1008,-585,-63,-105,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.38,-11120,8160,-8096,-11,357,247,14160,6936,280,238,-1186,71,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.58,-10792,8376,-8760,-661,-698,-523,13984,6920,472,-95,5,-273,0.0193777587264776,-0.0203435812145471
1653586402.94,-11272,7952,-8184,-673,-1489,464,15152,6896,888,-253,1181,90,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586403.82,-11056,8320,-8712,-88,-493,-4,15024,6896,384,-730,-618,-369,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586404.42,-11384,8344,-8328,-1021,203,-540,14280,7264,1184,-413,-278,-156,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586406.7,-10776,8328,-8760,-451,298,238,14120,7136,664,942,2064,634,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586407.06,-11280,8520,-7648,-385,421,-757,15096,6768,1896,-105,1685,314,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.32,-10760,8216,-8728,-210,159,-4,14512,6896,1352,180,-97,-152,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586408.5,-9552,8104,-9552,-36,2685,-5,14248,7056,1576,94,-1005,105,0.0193777587264776,-0.0203435812145471
1653586409.34,-10904,8256,-8640,-430,-434,-80,14744,7208,1376,173,-170,-614,0.0193777587264776,-0.0203435812145471
1653586409.34,-10904,8256,-8640,-430,-434,-80,14744,7208,1376,173,-170,-614,0.0193777587264776,-0.0203435812145471
1653586409.34,-10904,8256,-8640,-430,-434,-80,14744,7208,1376,173,-170,-614,0.0193777587264776,-0.0203435812145471
